peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Method,BaseSeed,MetaSeed,Delta
0.4,4,30,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,4,30,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,4,30,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,4,30,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,4,30,strict,P,100,PhaseNetMatched,44,,0.0
0.4,4,30,strict,S,100,Stack,42,42,0.31024347717790646
0.4,4,30,strict,S,100,Stack,42,43,0.2835460704213067
0.4,4,30,strict,S,100,Stack,42,44,0.31525187158989976
0.4,4,30,strict,S,100,Stack,43,42,0.3146988670244484
0.4,4,30,strict,S,100,Stack,43,43,0.3290303612617337
0.4,4,30,strict,S,100,Stack,43,44,0.31682769726247983
0.4,4,30,strict,S,100,Stack,44,42,0.274322216890595
0.4,4,30,strict,S,100,Stack,44,43,0.30534788676236047
0.4,4,30,strict,S,100,Stack,44,44,0.2786588023360549
0.4,4,30,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,4,30,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,4,30,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,4,40,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,4,40,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,4,40,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,4,40,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,4,40,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,4,40,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,4,40,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,4,40,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,4,40,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,4,40,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,4,40,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,4,40,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,4,40,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,4,40,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,4,40,accepted,S,100,Stack,42,44,0.260991098711306
0.4,4,40,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,4,40,accepted,S,100,Stack,43,43,0.3205183672746501
0.4,4,40,accepted,S,100,Stack,43,44,0.316228381169652
0.4,4,40,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,4,40,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,4,40,accepted,S,100,Stack,44,44,0.2723703143672414
0.4,4,40,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,4,40,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,4,40,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,4,40,strict,P,100,Stack,42,42,0.038642767615654994
0.4,4,40,strict,P,100,Stack,42,43,0.02457757296466978
0.4,4,40,strict,P,100,Stack,42,44,0.030015313935681465
0.4,4,40,strict,P,100,Stack,43,42,0.02587262200165419
0.4,4,40,strict,P,100,Stack,43,43,0.022813796373118422
0.4,4,40,strict,P,100,Stack,43,44,0.012326656394452962
0.4,4,40,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,4,40,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,4,40,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,4,40,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,4,40,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,4,40,strict,P,100,PhaseNetMatched,44,,0.0
0.4,4,40,strict,S,100,Stack,42,42,0.31024347717790646
0.4,4,40,strict,S,100,Stack,42,43,0.2835460704213067
0.4,4,40,strict,S,100,Stack,42,44,0.31525187158989976
0.4,4,40,strict,S,100,Stack,43,42,0.3146988670244484
0.4,4,40,strict,S,100,Stack,43,43,0.3290303612617337
0.4,4,40,strict,S,100,Stack,43,44,0.31682769726247983
0.4,4,40,strict,S,100,Stack,44,42,0.274322216890595
0.4,4,40,strict,S,100,Stack,44,43,0.30534788676236047
0.4,4,40,strict,S,100,Stack,44,44,0.2786588023360549
0.4,4,40,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,4,40,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,4,40,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
